DATE;spread;share_prices;EXPINF10YR;DFF;cpi
1983-01-03;1.45;8.253917612903225;4.7267825225806455;9.19;0.19829425575241316
1983-01-04;1.42;8.258667419354838;4.731408283870968;9.47;0.19498236723517673
1983-01-05;1.44;8.263417225806451;4.736034045161291;8.46;0.19167047871794032
1983-01-06;1.35;8.268167032258065;4.740659806451613;8.48;0.1883585902007039
1983-01-07;1.38;8.272916838709676;4.745285567741936;8.27;0.18504670168346746
1983-01-10;1.37;8.287166258064516;4.759162851612904;8.34;0.1751110361317582
1983-01-11;1.38;8.291916064516128;4.763788612903226;8.47;0.17179914761452178
1983-01-12;1.39;8.296665870967741;4.768414374193549;8.87;0.16848725909728535
1983-01-13;1.38;8.301415677419355;4.773040135483871;8.64;0.16517537058004894
1983-01-14;1.37;8.306165483870968;4.777665896774193;8.43;0.1618634820628125
1983-01-17;1.37;8.320414903225807;4.791543180645162;8.54;0.15192781651110324
1983-01-18;1.32;8.32516470967742;4.796168941935484;8.36;0.14861592799386683
1983-01-19;1.26;8.329914516129032;4.800794703225807;8.59;0.1453040394766304
1983-01-20;1.29;8.334664322580645;4.805420464516129;8.47;0.14199215095939396
1983-01-21;1.25;8.339414129032258;4.810046225806452;8.28;0.13868026244215756
1983-01-24;1.25;8.353663548387097;4.82392350967742;8.53;0.1287445968904483
1983-01-25;1.30;8.35841335483871;4.828549270967742;8.56;0.12543270837321185
1983-01-26;1.26;8.363163161290323;4.833175032258064;8.69;0.12212081985597545
1983-01-27;1.25;8.367912967741935;4.8378007935483875;8.45;0.11880893133873902
1983-01-28;1.25;8.372662774193548;4.84242655483871;8.39;0.1154970428215026
1983-01-31;1.23;8.386912193548387;4.856303838709678;8.56;0.10556137726979332
1983-02-01;1.25;8.391662;4.8609296;8.63;0.1022494887525569
1983-02-02;1.15;8.401444785714286;4.851967557142857;8.9;0.09859772129710845
1983-02-03;1.15;8.411227571428572;4.843005514285714;8.54;0.09494595384165998
1983-02-04;1.13;8.421010357142857;4.834043471428572;8.46;0.09129418638621152
1983-02-07;1.15;8.450358714285715;4.807157342857144;8.56;0.08033888401986614
1983-02-08;1.11;8.4601415;4.798195300000001;8.44;0.07668711656441768
1983-02-09;1.14;8.469924285714287;4.7892332571428575;8.58;0.07303534910896922
1983-02-10;1.27;8.479707071428571;4.780271214285714;8.64;0.06938358165352075
1983-02-11;1.29;8.489489857142857;4.771309171428571;8.53;0.0657318141980723
1983-02-14;1.26;8.518838214285715;4.744423042857143;8.49;0.054776511831726916
1983-02-15;1.26;8.528621;4.735461000000001;8.6;0.05112474437627845
1983-02-16;1.28;8.538403785714285;4.726498957142858;9;0.047472976920829996
1983-02-17;1.39;8.548186571428571;4.717536914285715;8.67;0.04382120946538153
1983-02-18;1.44;8.557969357142857;4.708574871428572;8.42;0.04016944200993307
1983-02-22;1.45;8.5971005;4.6727267;8.48;0.025562372188139226
1983-02-23;1.39;8.606883285714286;4.663764657142858;8.49;0.021910604732690766
1983-02-24;1.44;8.616666071428572;4.654802614285715;8.39;0.018258837277242305
1983-02-25;1.43;8.626448857142858;4.645840571428572;8.22;0.014607069821793845
1983-02-28;1.39;8.655797214285714;4.618954442857143;8.53;0.0036517674554484626
1983-03-01;1.42;8.66558;4.6099924;8.65;0
1983-03-02;1.34;8.67549135483871;4.614121412903226;8.83;0.023065010379254774
1983-03-03;1.38;8.685402709677419;4.618250425806452;8.53;0.04613002075850955
1983-03-04;1.35;8.695314064516129;4.622379438709678;8.5;0.06919503113776432
1983-03-07;1.19;8.725048129032258;4.634766477419355;8.82;0.13839006227552864
1983-03-08;1.13;8.734959483870968;4.6388954903225805;8.79;0.16145507265478343
